Numéro EMIS;teacher_surname;teacher_name;teacher_sex;Date of birth
7562;Medui;Ithyk Pakal;Male;21/03/1977
7563;Medui;Itto;Male;11/09/1995
7564;Medui;Ivkizn;Male;03/01/1999
7565;Medui;Ivyq;Male;26/07/1974
7566;Medui;Ixy Oagwa;Male;03/02/1963
7567;Medui;Ixyfupinl;Female;18/12/1982
7568;Medui;Ixyfupinl Ip.;Female;15/02/1962
7569;Medui;Ixyfupinl Oupuxxuo;Female;21/11/1972
7570;Medui;Iznliv;Female;21/05/1976
7571;Medui;Iznliv;Female;16/02/1969
7572;Medui;Iznliv G;Female;22/02/1975
7573;Medui;Jexuja J;Male;06/04/1974
7574;Medui;Jixcuxu;Male;22/10/1982
7575;Medui;Jixcuxu;Male;23/02/1966
7576;Medui;Jixxo Z;Male;29/07/1968
7577;Medui;Jiycuxu;Male;18/03/1964
7578;Medui;Jluxyi Catuo;Male;14/01/1960
7579;Medui;Jluxyx;Male;26/11/1960
7580;Medui;Jukbeuo Guvo;Female;02/11/1985
7581;Medui;Juluxyx;Male;10/05/1968
7582;Medui;Jutysu Pykne;Female;23/11/1999
7583;Medui;Jutyune;Female;05/06/1961
7584;Medui;Jutyune;Female;13/01/1992
7585;Medui;Jutyune;Female;20/12/1990
7586;Medui;Jutyune;Female;29/09/1976
7587;Medui;Jutyune .G;Female;11/09/1987
7588;Medui;Jutyune Aoul;Female;28/01/1976
7589;Medui;Jutyune Azguk;Female;03/01/1971
7590;Medui;Jutyune J;Female;26/01/1983
7591;Medui;Jutyune Juppu;Female;02/02/1969
7592;Medui;Jutyune Kikil;Female;24/07/1999
7593;Medui;Jutyune Utyune;Female;19/01/1975
7594;Medui;Jutyune Wunyikn;Female;28/01/1993
7595;Medui;Juvycuxu Zuyte;Male;28/09/1963
7596;Medui;Juy;Male;15/10/1984
7597;Medui;Jykr;Male;06/10/1989
7598;Medui;K. Zuoa;Male;13/04/1991
7599;Medui;Kgul Y;Female;07/12/1982
7600;Medui;Kuagy G.;Female;05/05/1975
7601;Medui;Kupyi;Male;30/10/1974
7602;Medui;Likvo Catuo;Male;29/11/1982
7603;Medui;Likvo P.;Male;09/04/1999
7604;Medui;Lixxik;Female;24/01/1985
7605;Medui;Lucyune U.;Female;06/09/1973
7606;Medui;Lugyt G;Male;27/10/1970
7607;Medui;Luhu;Female;04/01/1994
7608;Medui;Luhu;Female;02/05/1969
7609;Medui;Luhu Ugykunu;Female;15/09/1967
7610;Medui;Luhu Zekkul;Female;13/11/1987
7611;Medui;Luhukune;Female;19/05/1989
7612;Medui;Luku P;Female;12/06/1968
7613;Medui;Lusu Jutyune;Female;02/01/1984
7614;Medui;Luvaek G;Male;03/11/1970
7615;Medui;Luzzuk;Male;05/12/1962
7616;Medui;Luzzuk;Male;02/09/1977
7617;Medui;Luzzuk;Male;17/11/1977
7618;Medui;Luzzuk;Male;16/08/1972
7619;Medui;Luzzuk  Vaji;Male;22/07/1973
7620;Medui;Luzzuk Gagate;Male;10/07/1966
7621;Medui;Luzzuk Gagate;Male;28/11/1981
7622;Medui;Luzzuk Iggukeix Sekyav;Male;27/04/1997
7623;Medui;Luzzuk V;Male;07/04/1992
7624;Medui;Luzzuk Vuzlyt;Male;30/09/1999
7625;Medui;Luzzukune;Female;06/09/1993
7626;Medui;Naggo J.;Male;01/02/1968
7627;Medui;Niviku;Female;15/01/1997
7628;Medui;Nivizu;Female;30/01/1962
7629;Medui;Nlaguz Z;Male;28/08/1976
7630;Medui;Nlivizu K;Female;29/10/1997
7631;Medui;Nlivizu U;Female;31/12/1989
7632;Medui;Nluyge;Male;09/04/1972
7633;Medui;Nyno Pykno Qlvyznyuku;Female;16/01/1983
7634;Medui;Nyrytukjuo P;Female;22/04/1966
7635;Medui;Oaezaec Guexuku;Male;30/11/1960
7636;Medui;Odakki Dyqnavyu;Female;10/10/1972
7637;Medui;Oezecy;Male;20/03/1987
7638;Medui;Oezyc;Male;07/10/1979
7639;Medui;Oezyce;Male;29/04/1975
7640;Medui;Oezyce G.;Male;08/02/1978
7641;Medui;Oigal Z;Male;26/08/1985
7642;Medui;Oivyi;Female;03/03/1995
7643;Medui;Ouzzyg Zuktva Vid.;Male;26/01/1989
7644;Medui;Ouzzyg Zuktva Vid.;Male;05/08/1981
7645;Medui;Pikzak Zuxxyie;Male;26/12/1968
7646;Medui;Pivkutinni G;Female;17/12/1964
7647;Medui;Pivkutinni Ugyi;Female;11/03/1977
7648;Medui;Pukkin V;Male;16/08/1973
7649;Medui;Pukruxyi;Male;26/08/1995
7650;Medui;Puvaginiv Urkizz;Female;22/10/1982
7651;Medui;Puy;Male;18/02/1994
7652;Medui;Puy;Male;01/10/1971
7653;Medui;Puyguva .U;Male;08/03/1981
7654;Medui;Puzyv Zuknyryi;Male;11/10/1966
7655;Medui;Pvygu;Male;23/02/1966
7656;Medui;Pvygu  Ujyk;Male;13/02/1984
7657;Medui;Pvyugu P;Male;08/09/1998
7658;Medui;Pyxjyzl Gavxuy;Female;16/03/1967
7659;Medui;Qlivkav;Male;26/07/1980
7660;Medui;Qlivkav;Male;02/10/1962
7661;Medui;Qluvxiz Zyil;Male;23/05/1993
7662;Medui;Qlvyznyuk;Male;30/05/1987
7663;Medui;Qunlivyki G;Female;21/10/1997
7664;Medui;Rpizzuo Gevvuo;Male;17/07/1982
7665;Medui;Rupvyix Cunil;Male;24/05/1967
7666;Medui;Rypvyx;Male;19/04/1981
7667;Medui;Rypvyx G;Male;22/12/1988
7668;Medui;Rypvyxxu;Male;28/11/1995
7669;Medui;Rypvyxxu;Male;10/11/1960
7670;Medui;Sakunluk;Male;05/04/1985
7671;Medui;Sakunluk;Male;06/12/1999
7672;Medui;Salg Puy;Male;11/06/1987
7673;Medui;Salk;Male;20/10/1970
7674;Medui;Salk  Jagyi;Male;17/02/1978
7675;Medui;Salk  L;Male;16/01/1980
7676;Medui;Salk  Pavpav;Male;23/04/1996
7677;Medui;Salk  V;Male;25/07/1960
7678;Medui;Salk  Zulyt;Male;29/10/1960
7679;Medui;Salk  Zulyt;Male;08/04/1989
7680;Medui;Salk Gezu;Male;08/04/1975
7681;Medui;Salk Paga;Male;18/07/1999
7682;Medui;Salk Pagal;Male;30/04/1997
7683;Medui;Salk Z.G;Male;05/09/1983
7684;Medui;Salk Zigpe;Male;05/07/1961
7685;Medui;Salk Zuya;Male;28/04/1994
7686;Medui;Saziwl;Male;07/05/1967
7687;Medui;Saziwl;Male;26/06/1988
7688;Medui;Saziwl;Male;10/10/1973
7689;Medui;Saziwl  Puxyxyi;Male;28/06/1973
7690;Medui;Saziwl C P;Male;30/05/1984
7691;Medui;Saziwl G;Male;25/07/1985
7692;Medui;Saziwl G;Male;13/05/1985
7693;Medui;Saziwl O;Male;08/09/1963
7694;Medui;Saziwl Pik;Male;26/12/1966
7695;Medui;Saziwl Pvygu;Male;02/12/1999
7696;Medui;Saziwl Uptex;Male;30/03/1969
7697;Medui;Saziwl Z;Male;21/03/1971
7698;Medui;Saziwlyki;Female;09/06/1986
7699;Medui;Siznyku Geze;Female;28/06/1983
7700;Medui;Sugiz;Male;10/10/1974
7701;Medui;Sugiz P.;Male;09/03/1991
7702;Medui;Sugiz Uxlusy;Male;07/07/1988
7703;Medui;Suki G;Female;15/09/1977
7704;Medui;Suki Uoi;Female;22/11/1990
7705;Medui;Sunne;Female;29/08/1981
7706;Medui;Suqjzak U;Male;07/09/1995
7707;Medui;Suvyune;Female;10/07/1980
7708;Medui;Tagykyq U;Male;07/07/1971
7709;Medui;Takuxtzak P;Male;01/10/1965
7710;Medui;Tavyz J;Female;05/11/1968
7711;Medui;Tikkyz;Male;18/03/1981
7712;Medui;Tikyz Upe;Male;18/01/1973
7713;Medui;Tizgakt;Male;11/12/1970
7714;Medui;Tudyt  Galugit;Male;26/04/1984
7715;Medui;Tudyt Lavkpo;Male;03/06/1961
7716;Medui;Tudyt Pvygu;Male;08/11/1992
7717;Medui;Tudyt U;Male;03/06/1975
7718;Medui;Tuetu;Male;21/03/1993
7719;Medui;Tuetu;Male;17/09/1973
7720;Medui;Tuetu;Male;22/04/1976
7721;Medui;Tukni J;Male;11/12/1976
7722;Medui;Tukyix;Male;10/07/1995
7723;Medui;Tukyix  P;Male;21/04/1998
7724;Medui;Tukyix Q;Male;18/04/1986
7725;Medui;Tukyix Vuju;Male;08/01/1963
7726;Medui;Tukyix Vuju;Male;17/01/1983
7727;Medui;Tukyix Zoxdukez;Male;13/04/1985
7728;Medui;Uereznyk;Male;03/05/1978
7729;Medui;Uereznyki;Male;10/08/1993
7730;Medui;Uereznyki  P;Male;12/01/1994
7731;Medui;Uereznyki S;Male;11/11/1975
7732;Medui;Uereznyki S;Male;24/06/1965
7733;Medui;Uereznyki U.;Male;15/09/1971
7734;Medui;Ugak Yzzu;Male;06/08/1973
7735;Medui;Ugpvazi U;Male;10/09/1992
7736;Medui;Ugute;Male;06/04/1985
7737;Medui;Ugute Zuyte;Male;17/01/1970
7738;Medui;Uguvu;Male;29/06/1965
7739;Medui;Uguvu;Male;05/09/1987
7740;Medui;Uguvu  Ekyz;Male;02/10/1968
7741;Medui;Uguvu Ekyz;Male;23/11/1975
7742;Medui;Ugykunu;Female;05/03/1974
7743;Medui;Ugykunu;Female;16/09/1973
7744;Medui;Ugykunu;Female;11/06/1971
7745;Medui;Ugykunu;Female;12/03/1965
7746;Medui;Ugykunu;Female;04/08/1960
7747;Medui;Ugykunu;Female;16/12/1986
7748;Medui;Ugykunu  J;Female;30/01/1983
7749;Medui;Ugykunu D;Female;17/06/1999
7750;Medui;Ugykunu Gugul;Female;27/12/1975
7751;Medui;Ugykunu Nunu;Female;15/04/1965
7752;Medui;Ugykunu T;Male;05/02/1964
7753;Medui;Ugykunu U.;Female;18/04/1982
7754;Medui;Ugykunu Z;Female;17/05/1996
7755;Medui;Ugykunu Z.;Female;25/09/1999
7756;Medui;Ugykunu Zugy;Female;10/05/1970
7757;Medui;Ugyte;Male;10/02/1991
7758;Medui;Ugyte U.;Male;10/09/1993
7759;Medui;Ujyg Gagal;Male;23/08/1970
7760;Medui;Ukk Guvyi;Female;14/07/1987
7761;Medui;Ukk Guvyi;Female;15/05/1988
7762;Medui;Uknlako;Male;24/02/1982
7763;Medui;Ukrixu Y;Female;21/05/1982
7764;Medui;Uktvih  Pupzak;Male;20/02/1969
7765;Medui;Uktvih G;Male;26/02/1988
7766;Medui;Uktvih Uxyi;Male;25/10/1997
7767;Medui;Uktviu Ugu Cetyu;Female;25/08/1988
7768;Medui;Ukynu C;Female;10/03/1996
7769;Medui;Ukynu Guguhu;Female;13/12/1982
7770;Medui;Ulgit;Male;02/06/1992
7771;Medui;Ulgit H;Male;06/08/1973
7772;Medui;Ulgit N;Male;06/12/1980
7773;Medui;Ulgit Pupzak;Male;19/07/1970
7774;Medui;Ulgut O;Male;18/01/1994
7775;Medui;Ulgyt Salk;Male;09/02/1988
7776;Medui;Upe;Male;22/07/1990
7777;Medui;Upe;Male;23/11/1962
7778;Medui;Upe;Male;04/11/1962
7779;Medui;Upe;Male;07/10/1976
7780;Medui;Upe   P;Male;12/11/1971
7781;Medui;Upe Nagu;Male;19/12/1999
7782;Medui;Upe Pujuv Z;Male;21/07/1977
7783;Medui;Upe Pujuvv;Male;17/12/1987
7784;Medui;Upe Pujuvv Z.;Male;05/07/1983
7785;Medui;Upe Wlyxyw;Male;08/05/1986
7786;Medui;Upe Zeccyuk;Male;08/01/1963
7787;Medui;Upepujuv;Male;01/04/1976
7788;Medui;Upepujuvv;Male;01/07/1965
7789;Medui;Upepujuvv;Male;27/07/1996
7790;Medui;Upepujuvv;Male;03/06/1963
7791;Medui;Upepujuvv;Male;17/06/1969
7792;Medui;Upepujuvv;Male;07/10/1999
7793;Medui;Upepujuvv;Male;08/06/1977
7794;Medui;Upepujuvv;Male;25/08/1968
7795;Medui;Upepujuvv;Male;22/09/1963
7796;Medui;Upepujuvv  Z,;Male;16/06/1973
7797;Medui;Uptevulyg Z;Female;29/10/1964
7798;Medui;Uptex;Male;21/03/1965
7799;Medui;Uptex;Male;27/07/1989
7800;Medui;Uptex;Male;25/10/1973
7801;Medui;Uptex;Male;13/12/1980
7802;Medui;Uptex;Male;20/04/1973
7803;Medui;Uptex;Male;17/04/1994
7804;Medui;Uptex;Male;13/10/1981
7805;Medui;Uptex;Male;22/05/1984
7806;Medui;Uptex;Male;27/05/1983
7807;Medui;Uptex;Male;23/07/1993
7808;Medui;Uptex J;Male;09/11/1993
7809;Medui;Uptex J;Male;14/05/1960
7810;Medui;Uptex Juktil;Male;08/10/1963
7811;Medui;Uptex Juktil;Male;29/09/1997
7812;Medui;Uptex Juvyg;Male;14/03/1981
7813;Medui;Uptex Juvyg;Male;01/01/1984
7814;Medui;Uptex Juvyg;Male;17/03/1967
7815;Medui;Uptex Lugyt;Male;16/07/1973
7816;Medui;Uptex P;Male;22/10/1977
7817;Medui;Uptex P.;Male;10/07/1980
7818;Medui;Uptex Q.;Male;15/06/1972
7819;Medui;Uptex Rpukupag;Male;19/02/1981
7820;Medui;Uptex Tiik;Male;18/05/1986
7821;Medui;Uptex Tiik;Male;23/01/1966
7822;Medui;Uptex Vulguk P.;Male;12/12/1961
7823;Medui;Uptex Zavyi;Male;29/08/1988
7824;Medui;Uptex Zuyt;Male;26/12/1964
7825;Medui;Uptexuy;Male;25/02/1989
7826;Medui;Uptexuy;Male;01/06/1986
7827;Medui;Uptexuy  J;Male;26/07/1963
7828;Medui;Uptexuy G;Male;14/07/1981
7829;Medui;Uptexuy Nlaguz;Male;05/03/1981
7830;Medui;Uptexyu U;Male;22/07/1961
7831;Medui;Upuzz;Male;17/09/1980
7832;Medui;Upuzz Galugit;Male;23/05/1961
7833;Medui;Upuzz Y;Male;17/12/1970
7834;Medui;Upuzz Ypvulyg;Male;31/01/1961
7835;Medui;Upyi;Female;15/04/1970
7836;Medui;Upyi;Female;16/11/1979
7837;Medui;Urkiz;Female;23/06/1972
7838;Medui;Urkiz O;Female;23/10/1974
7839;Medui;Urkiz O.;Female;31/07/1962
7840;Medui;Uruykiz  U;Female;04/09/1979
7841;Medui;Utugu;Female;14/01/1985
7842;Medui;Utugu;Female;18/02/1992
7843;Medui;Utugu Cungunu;Female;16/04/1997
7844;Medui;Utugu G;Female;06/08/1988
7845;Medui;Utyjuxyi;Male;07/03/1992
7846;Medui;Uwlu S.;Male;31/01/1973
7847;Medui;Uxaozyez;Male;26/06/1985
7848;Medui;Uxcvit;Male;06/10/1973
7849;Medui;Uxcvit;Male;26/03/1966
7850;Medui;Uxcvit;Male;13/06/1997
7851;Medui;Uxcvit  Z;Male;16/04/1999
7852;Medui;Uxcvit Guqougpuzak;Male;06/02/1973
7853;Medui;Uxcvit P;Male;26/01/1987
7854;Medui;Uxcvit Pik;Male;13/05/1987
7855;Medui;Uxcvit Tudyt;Male;21/02/1973
7856;Medui;Uxcvit Upvulug;Male;23/05/1989
7857;Medui;Uxcvit Z;Male;27/02/1998
7858;Medui;Uxezuyki Gulgaet;Male;09/01/1993
7859;Medui;Uxezyki;Male;08/10/1976
7860;Medui;Uxezyki;Male;31/12/1979
7861;Medui;Uxezyki;Male;18/09/1967
7862;Medui;Uxezyki;Male;27/07/1987
7863;Medui;Uxezyki;Male;08/05/1998
7864;Medui;Uxezyki  N;Male;24/07/1982
7865;Medui;Uxezyki  Zuknyryi;Male;11/03/1991
7866;Medui;Uxezyki Uereznyki;Male;01/10/1971
7867;Medui;Uxezyki Z;Male;06/07/1980
7868;Medui;Uxezyki Z.;Male;22/11/1985
7869;Medui;Uxgugo Pakjuo;Male;23/11/1961
7870;Medui;Uxim;Male;16/04/1985
7871;Medui;Uxim;Male;21/02/1965
7872;Medui;Uxim;Male;07/11/1998
7873;Medui;Uxlsy Tuetu;Male;17/10/1979
7874;Medui;Uxlukzuka;Male;11/03/1979
7875;Medui;Uxlusy;Male;03/06/1964
7876;Medui;Uxlusy Gezu;Male;05/02/1999
7877;Medui;Uxlusy Uj;Male;13/02/1962
7878;Medui;Uxlusy Uptex J;Male;16/07/1978
7879;Medui;Uxlusy X;Male;10/01/1966
7880;Medui;Uxlusyi;Male;27/07/1989
7881;Medui;Uxlusyi Juvyg;Male;01/12/1980
7882;Medui;Uxlusyi P;Male;09/04/1981
7883;Medui;Uxlusyi U;Male;14/08/1971
7884;Medui;Uxlusyi Z;Male;09/03/1964
7885;Medui;Uxlusyi Zexxuo;Male;04/12/1978
7886;Medui;Uxluzzuk;Male;15/09/1988
7887;Medui;Uxluzzuk  Y Z;Male;26/10/1990
7888;Medui;Uxluzzuk .Z;Male;17/10/1997
7889;Medui;Uxluzzuk E;Male;14/09/1968
7890;Medui;Uxpivn;Male;26/02/1967
7891;Medui;Uxpivn Galugit;Male;26/04/1997
7892;Medui;Uxwlu;Male;07/11/1992
7893;Medui;Uxwlu L;Male;14/11/1968
7894;Medui;Uxwlu Oulou;Male;18/11/1973
7895;Medui;Uxwlu Zykkil;Male;18/10/1967
7896;Medui;Uxygu  Pyxjyzl  Guzz;Female;13/02/1982
7897;Medui;Uxygugo;Male;01/08/1967
7898;Medui;Uxygugo;Male;14/04/1995
7899;Medui;Uxygugo  Ufyf;Male;16/09/1997
7900;Medui;Uxygugo J;Male;02/03/1963
7901;Medui;Uxygugo J .;Male;24/05/1994
7902;Medui;Uxygugo Paru;Male;06/09/1964
7903;Medui;Uxyguk J;Male;30/06/1990
7904;Medui;Uxygune;Female;04/09/1996
7905;Medui;Uxygune;Female;06/04/1986
7906;Medui;Uxyi;Male;29/11/1980
7907;Medui;Uxyi;Male;05/04/1960
7908;Medui;Uxyi;Male;17/03/1996
7909;Medui;Uxyi;Male;15/06/1995
7910;Medui;Uxyi A;Male;07/06/1985
7911;Medui;Uxyi G;Male;04/12/1993
7912;Medui;Uxyi G;Male;29/07/1973
7913;Medui;Uxyi R;Male;29/11/1968
7914;Medui;Uxyi U;Male;28/09/1995
7915;Medui;Uxyqi;Female;01/05/1974
7916;Medui;Uxyqyu Ez Zlije;Male;22/08/1963
7917;Medui;Uxyzuku;Male;12/11/1970
7918;Medui;Uyzlu;Female;28/01/1994
7919;Medui;Uzzyune;Female;16/04/1977
7920;Medui;Vapivn G.;Male;22/08/1973
7921;Medui;Vapivn N;Male;19/01/1980
7922;Medui;Veryune G;Female;27/12/1974
7923;Medui;Veryune I.;Female;27/05/1985
7924;Medui;Vimak Z;Male;12/04/1969
7925;Medui;Vipiqqu;Female;30/07/1966
7926;Medui;Vugune G;Female;11/11/1980
7927;Medui;Vugune L;Female;10/08/1986
7928;Medui;Vugune L.;Female;27/01/1994
7929;Medui;Vugune Xugyk;Female;22/01/1997
7930;Medui;Vulgu;Female;11/10/1991
7931;Medui;Vuogakt  N;Male;02/09/1978
7932;Medui;Vuogakt Galugit;Male;21/07/1987
7933;Medui;Vuwluix V;Male;17/08/1990
7934;Medui;Vuzlyt Vaqjo;Male;06/02/1985
7935;Medui;Vuzlytune;Female;11/11/1988
7936;Medui;Vynu Oavvil;Female;06/06/1976
7937;Medui;Winiv;Male;15/09/1986
7938;Medui;Winiv U.P;Male;30/03/1999
7939;Medui;Winiv Z.;Male;08/10/1994
7940;Medui;Wlxyci Cukju;Male;29/11/1981
7941;Medui;Wlxyci Cukju;Male;22/01/1989
7942;Medui;Wlyxyw Zuvul;Male;07/08/1982
7943;Medui;Wuex Catuo;Male;09/10/1960
7944;Medui;Wunvyqj G;Male;28/11/1969
7945;Medui;Wunvyqyu  Upyikune;Female;01/08/1985
7946;Medui;Wvykqizz Ziypune;Female;20/08/1960
7947;Medui;Xavinnu P;Female;03/01/1989
7948;Medui;Xeji D;Male;17/01/1987
7949;Medui;Xejzak Tuykix;Male;12/02/1988
7950;Medui;Xugyk Jluzzyg;Male;11/03/1970
7951;Medui;Xugyk O.;Male;15/01/1962
7952;Medui;Xugyk U;Male;11/08/1965
7953;Medui;Xugyk U.;Male;25/11/1963
7954;Medui;Xugyk Zuknyryi;Male;07/11/1975
7955;Medui;Xuhvikqi .U.;Male;01/05/1978
7956;Medui;Xukzuku;Male;14/07/1968
7957;Medui;Xukzuku;Male;14/07/1978
7958;Medui;Xuzuku;Male;07/05/1988
7959;Medui;Yaki;Female;16/12/1981
7960;Medui;Ypvulyg;Male;28/03/1996
7961;Medui;Ypvulyg;Male;23/01/1969
7962;Medui;Ypvulyg;Male;12/01/1993
7963;Medui;Ypvulyg;Male;24/10/1967
7964;Medui;Ypvulyg;Male;12/08/1996
7965;Medui;Ypvulyg;Male;30/11/1976
7966;Medui;Ypvulyg;Male;28/10/1973
7967;Medui;Ypvulyg  Pugpu;Male;29/04/1994
7968;Medui;Ypvulyg  Rpuzzuo;Male;04/09/1975
7969;Medui;Ypvulyg  Zuyte;Male;07/08/1991
7970;Medui;Ypvulyg .Z.;Male;24/06/1961
7971;Medui;Ypvulyg C;Male;27/07/1981
7972;Medui;Ypvulyg C.;Male;18/09/1986
7973;Medui;Ypvulyg Catuo;Male;05/02/1976
7974;Medui;Ypvulyg Gukza;Male;09/02/1983
7975;Medui;Ypvulyg Guvj;Male;29/03/1981
7976;Medui;Ypvulyg L.;Male;24/05/1984
7977;Medui;Ypvulyg P;Male;21/06/1973
7978;Medui;Ypvulyg P.;Male;21/02/1987
7979;Medui;Ypvulyg R;Male;25/10/1968
7980;Medui;Ypvulyg U;Male;15/09/1977
7981;Medui;Ypvulyg Z;Male;12/01/1977
7982;Medui;Ypvulyg Z;Male;06/09/1982
7983;Medui;Yrgune  Z;Female;20/09/1988
7984;Medui;Ytvyzu;Male;28/01/1968
7985;Medui;Ytvyzu Uxyi;Male;17/08/1981
7986;Medui;Ytvyzzu;Male;16/01/1975
7987;Medui;Ytvyzzu;Male;20/04/1994
7988;Medui;Ytvyzzu;Male;27/11/1960
7989;Medui;Ytvyzzu G.;Male;04/05/1987
7990;Medui;Ytvyzzu Galugit;Male;24/07/1968
7991;Medui;Ytvyzzu N;Male;19/08/1962
7992;Medui;Ytvyzzu Paqjuvyi Galugit;Male;18/07/1969
7993;Medui;Yzlgiux;Male;02/02/1961
7994;Medui;Yzlguix;Male;18/02/1964
7995;Medui;Yzliyju G;Male;16/12/1978
7996;Medui;Yzlu;Female;17/10/1979
7997;Medui;Yzluju;Male;14/10/1993
7998;Medui;Yzune;Female;30/05/1980
7999;Medui;Yzune;Female;14/01/1997
8000;Medui;Yzune;Female;04/06/1982
8001;Medui;Yzune;Female;23/06/1961
8002;Medui;Yzune;Female;26/02/1981
8003;Medui;Yzune U;Female;14/11/1978
8004;Medui;Yzune Zunu;Female;05/04/1973
8005;Medui;Yzunu;Female;13/08/1980
8006;Medui;Yzunu;Female;03/02/1996
8007;Medui;Yzunu Ugyk;Female;05/12/1988
8008;Medui;Yzunu Z;Female;27/08/1984
8009;Medui;Yzzu;Male;18/12/1971
8010;Medui;Yzzu G;Male;16/03/1961
8011;Medui;Zavyi;Male;26/04/1975
8012;Medui;Zavyi;Male;31/01/1993
8013;Medui;Zavyi;Male;09/05/1986
8014;Medui;Zavyi;Male;10/09/1980
8015;Medui;Zavyi Ypvulyg;Male;07/12/1965
8016;Medui;Zavyi Ypvulyg;Male;16/10/1998
8017;Medui;Zexuyguk;Male;27/08/1974
8018;Medui;Zexuyguk;Male;23/01/1969
8019;Medui;Zexyuguk;Male;24/04/1977
8020;Medui;Ziguvaax;Male;11/03/1980
8021;Medui;Zikna;Female;25/05/1971
8022;Medui;Zlije;Male;23/04/1979
8023;Medui;Zlije;Male;16/01/1975
8024;Medui;Zlije  R;Male;11/11/1993
8025;Medui;Zlijeku;Male;13/12/1963
8026;Medui;Zlyij Ypvulyg;Male;08/10/1973
8027;Medui;Znidi;Male;20/09/1998
8028;Medui;Znidik Z;Male;17/05/1979
8029;Medui;Zox;Male;26/06/1995
8030;Medui;Zuccyune;Female;18/12/1965
8031;Medui;Zucyune;Female;29/12/1998
8032;Medui;Zugeix;Male;21/11/1975
8033;Medui;Zugeix;Male;20/02/1983
8034;Medui;Zugeix;Male;23/06/1998
8035;Medui;Zugeix;Male;27/10/1988
8036;Medui;Zugeix;Male;02/12/1964
8037;Medui;Zugeix;Male;23/04/1984
8038;Medui;Zugeix;Male;25/02/1991
8039;Medui;Zugeix;Male;04/02/1981
8040;Medui;Zugeix  Z;Male;22/09/1977
8041;Medui;Zugeix L;Male;02/01/1991
8042;Medui;Zugeix Oezyc;Male;25/07/1964
8043;Medui;Zugeix P;Male;08/11/1993
8044;Medui;Zugeix P.;Male;31/10/1979
8045;Medui;Zugeix Uptex;Male;26/03/1966
8046;Medui;Zugeix Uxwlu;Male;22/08/1962
8047;Medui;Zugeix V.;Male;29/04/1993
8048;Medui;Zugeix Yzzu;Male;24/12/1989
8049;Medui;Zugeix Zuknyryi;Male;28/12/1987
8050;Medui;Zugeix Zuknyryi;Male;26/04/1977
8051;Medui;Zukkyi;Male;20/06/1972
8052;Medui;Zukny;Male;21/07/1998
8053;Medui;Zuknyryi;Male;07/11/1961
8054;Medui;Zuknyryi;Male;30/12/1960
8055;Medui;Zuknyryi  P;Male;27/05/1996
8056;Medui;Zuknyryi  Upe;Male;08/06/1990
8057;Medui;Zuknyryi Upe;Male;10/05/1985
8058;Medui;Zuknyryi Z;Male;17/03/1996
8059;Medui;Zulyt;Male;17/11/1970
8060;Medui;Zulyt;Male;20/09/1992
8061;Medui;Zuvul;Female;08/04/1978
8062;Medui;Zuvyc P;Male;18/03/1965
8063;Medui;Zuxugune;Female;28/10/1970
8064;Medui;Zuxugune;Female;31/10/1984
8065;Medui;Zuxugune;Female;09/08/1974
8066;Medui;Zuxugune;Female;19/04/1964
8067;Medui;Zuxugune;Female;30/10/1993
8068;Medui;Zuxugune;Female;05/11/1982
8069;Medui;Zuxugune I;Female;23/06/1983
8070;Medui;Zuxyie;Male;10/07/1996
8071;Medui;Zuyte;Male;29/04/1963
8072;Medui;Zuyte C;Male;25/08/1963
8073;Medui;Zuyte Gavxuy;Male;22/03/1969
8074;Medui;Zuyte Papzak;Male;07/02/1967
8075;Medui;Zuyte Pul;Female;04/11/1996
8076;Medui;Zuyte Z;Male;25/11/1981
8077;Medui;Zyxdizniv Xugyk;Male;06/03/1970
8078;Medui;Zyxxul Ukynu;Female;14/07/1974
8079;Medui (Pdn);Ugykunu Gaggo;Female;30/07/1978
8080;Medui J;Uxwlu;Male;01/11/1967
8081;Medui N;Ypvulyg;Male;29/01/1994
8082;Medui Pukna;Xugyk;Male;29/02/1968
8083;Medui U;Galuggit;Male;04/07/1962
8084;Medui Uxupu;Zlije;Male;03/04/1988
8085;Meduinak;Gagal J;Male;12/02/1973
8086;Meduinak;Gagal J;Male;06/06/1973
8087;Medunak;Uxezyki;Male;26/08/1982
8088;Mekon;Kyfuv;Male;23/08/1967
8089;Mekqudu;Cungunu;Female;02/09/1991
8090;Mepjui;Gaziz;Male;27/01/1974
8091;Mepjui;Kunlukyix Gunlih;Male;09/11/1991
8092;Mepjui;Salk W;Male;07/08/1968
8093;Meu;Nlaguz  I;Male;20/09/1996
8094;Meu;Nlaguz I;Male;23/07/1996
8095;Meu;Saziwlez Wivjykz;Male;21/08/1961
8096;Mnrapjy;Cungunu;Female;07/02/1985
8097;Mnrapjy;Uptex P;Male;25/10/1964
8098;Mognak;Wlypiuk;Female;25/03/1989
8099;Moja;Sugiz;Male;21/10/1995
8100;Mojjoy;Cetyi;Male;07/09/1982
8101;Mojjoy;Lukkul;Female;07/02/1974
8102;Mojjoy;Sukkin;Female;01/01/1965
8103;Mojjoy;Uvyuk K;Female;18/10/1980
8104;Mojoy;Gaziz Xeji;Male;05/04/1974
8105;Mokxa;Iggukeix J;Male;15/07/1976
8106;Momen;Galugit Z  Zizuo;Male;22/08/1994
