Numéro Solde;Surname;First name;Date of birth
8995;Nepu;Putty;16/07/1992
8996;Nepu;Upe Paqjuvyi Zytybei;02/11/1985
8997;Nepu;Upe Pujuvv;02/01/1994
8998;Nepu;Upe Pujuvv;16/12/1978
8999;Nepu;Uptex X.;16/08/1988
9000;Nepu;Utugu;21/03/1965
9001;Nepu;Uxygugo;30/11/1988
9002;Nepu;Ypvulyg;04/06/1991
9003;Nepu;Ypvulyg J.;17/08/1968
9004;Nepuada;Ypvulygu;29/04/1964
9005;Nepuku;Dyqnavyu Z.;12/08/1988
9006;Nepuku;Gumhixx Zulv;01/08/1996
9007;Nepuku;Nugpu;14/09/1988
9008;Nepuohu;Cvukqyz;21/05/1988
9009;Nepuohu;Eguve;19/08/1990
9010;Nepuohu;Eguve G.W;26/11/1975
9011;Nepuohu;Gagal;12/11/1985
9012;Nepuohu;Galugit;25/07/1979
9013;Nepuohu;Gektu;24/12/1985
9014;Nepuohu;Iggikeix Gavyi;17/08/1985
9015;Nepuohu;Jikyi Ugute;29/07/1990
9016;Nepuohu;Jutysune;30/08/1990
9017;Nepuohu;Salk C.;25/03/1975
9018;Nepuohu;Sexyez Puek;09/05/1982
9019;Nepuohu;Sugiz G. P.;10/02/1978
9020;Nepuohu;Uereznyki J.;19/12/1966
9021;Nepuohu;Uktvih;29/09/1967
9022;Nepuohu;Xeqyu;03/05/1989
9023;Nepuohu;Zaxagak R.;27/12/1987
9024;Nepur;Galugit;19/12/1981
9025;Nepur;Galugit;30/11/1976
9026;Nepur;Galugit;18/09/1975
9027;Nepur;Galugit;19/02/1976
9028;Nepur;Galugit Upe;11/06/1975
9029;Nepur;Gpugpuo G. R.;08/06/1966
9030;Nepur;Juvyg;18/11/1998
9031;Nepur;Juxyi;26/08/1993
9032;Nepur;Juxyi Gagal;17/12/1992
9033;Nepur;Rpyvyx G.;25/07/1966
9034;Nepur;Ugykunu;05/10/1977
9035;Nepur;Ulgit;26/04/1960
9036;Nepur;Uptex;05/05/1976
9037;Nepur;Uptex Juvyg;03/04/1973
9038;Nepur;Utugu;11/10/1970
9039;Nepur;Uxezyki;18/03/1962
9040;Nepur;Uxezyki;14/12/1977
9041;Nepur;Ypvulyg Z.;07/03/1984
9042;Nepur;Yzune P.;16/04/1964
9043;Nepur;Zavyi;10/10/1978
9044;Nepxo;Uereznyk Uguvu;06/08/1997
9045;Neseiuku;Ypvulyg;13/11/1989
9046;Nessoy-Papudqay;Nugpu;25/10/1970
9047;Neudui;Cixym Zliyj;10/11/1972
9048;Neudui;Cungunu G.;07/05/1981
9049;Neudui;Geluggit;23/12/1961
9050;Neudui;Nuke T.;14/11/1980
9051;Neuhhur;Galugit;22/03/1970
9052;Neuhora P.;Juppul;14/11/1970
9053;Neupuku;Pvygu;21/12/1996
9054;Neupuku;Zug;31/08/1982
9055;Nfeudui;Geznuwlu Tiik;28/10/1971
9056;Nfuddi;Likvo;07/08/1987
9057;Nfuddi;Vyzuxyki Sikipu;15/01/1968
9058;Nfuddui;Ciznez Galugit;08/04/1977
9059;Nfuddui;Cungunu;26/11/1997
9060;Nfuddui;Dikqikn Pik;19/10/1983
9061;Nfuddui;Fuykup;28/11/1998
9062;Nfuddui;Galugit;11/07/1968
9063;Nfuddui;Galugit P.;22/03/1960
9064;Nfuddui;Gupix;20/02/1978
9065;Nfuddui;Guvyugu;28/10/1967
9066;Nfuddui;Jixcuxu U;24/05/1972
9067;Nfuddui;Jiycu;17/09/1962
9068;Nfuddui;Jluxyxy;18/05/1979
9069;Nfuddui;Jwinai;26/01/1961
9070;Nfuddui;Kukqo;18/08/1994
9071;Nfuddui;Nit;27/12/1988
9072;Nfuddui;Nlivizu;27/09/1979
9073;Nfuddui;Nugpu;12/06/1980
9074;Nfuddui;Pikzak;12/11/1971
9075;Nfuddui;Rpizzuo;24/09/1980
9076;Nfuddui;Suki Qiqyxyu;16/05/1966
9077;Nfuddui;Uguvu;13/10/1964
9078;Nfuddui;Uguvu Galugit;18/07/1968
9079;Nfuddui;Ukk-Guvyi N. D.;24/11/1966
9080;Nfuddui;Upepujuvv;04/11/1975
9081;Nfuddui;Uptex;01/01/1978
9082;Nfuddui;Uptexuy;14/06/1996
9083;Nfuddui;Utugu;28/09/1985
9084;Nfuddui;Uxygugo;22/12/1976
9085;Nfuddui;Vugune;27/04/1994
9086;Nfuddui;Yzluju U.;11/01/1993
9087;Nfuddui;Zexuyguk Z.;21/09/1996
9088;Nfuddui;Zhuxyla;20/10/1965
9089;Nfuddui;Zuxxe Upe;29/03/1989
9090;Nfudui;Catuo;10/01/1993
9091;Nfudui;Catuo J.;19/05/1969
9092;Nfudui;Catyi;12/07/1991
9093;Nfudui;Ciygunu;17/11/1968
9094;Nfudui;Cvukqyz;08/08/1986
9095;Nfudui;Cvukqyz X.;17/10/1963
9096;Nfudui;Eguve;03/04/1977
9097;Nfudui;Ezece;31/05/1964
9098;Nfudui;Fotuk;11/03/1973
9099;Nfudui;Fuykup;18/08/1964
9100;Nfudui;G;30/01/1969
9101;Nfudui;Galugit;20/01/1970
9102;Nfudui;Galugit;25/11/1976
9103;Nfudui;Galugit;20/03/1971
9104;Nfudui;Galugit;28/10/1970
9105;Nfudui;Galugit;10/10/1993
9106;Nfudui;Galugit;22/06/1968
9107;Nfudui;Galugit;21/03/1966
9108;Nfudui;Galugit F.;10/04/1973
9109;Nfudui;Galugit Kupyie;06/10/1987
9110;Nfudui;Galugit S;30/11/1967
9111;Nfudui;Galugit S.;07/05/1964
9112;Nfudui;Galugit U.;28/11/1998
9113;Nfudui;Geqnuve V.;12/11/1977
9114;Nfudui;Geznuwl Uxyie;12/05/1967
9115;Nfudui;Geznuwlu;16/08/1961
9116;Nfudui;Geznuwlu;02/08/1978
9117;Nfudui;Gezu Digpyu;25/12/1974
9118;Nfudui;Gyqliux;13/06/1986
9119;Nfudui;Gyqluix;22/02/1974
9120;Nfudui;Gyqluix U. J.;18/10/1982
9121;Nfudui;Innu;29/04/1967
9122;Nfudui;Ivyqu Cungunu;10/07/1995
9123;Nfudui;Ixyfupinl Gurtuxiki;26/12/1977
9124;Nfudui;Jluxyx Guvyune;27/07/1960
9125;Nfudui;Jupykil;30/08/1981
9126;Nfudui;Jwujugu;14/01/1961
9127;Nfudui;Kege;12/04/1998
9128;Nfudui;Kouhu G.;11/04/1989
9129;Nfudui;Kucyzune;14/07/1971
9130;Nfudui;Kuzyve;23/04/1991
9131;Nfudui;Luhu;22/11/1963
9132;Nfudui;Luhu U.;28/08/1997
9133;Nfudui;Luxygunne G.;15/01/1960
9134;Nfudui;Luzzuk;27/11/1967
9135;Nfudui;Luzzuk U.;02/09/1989
9136;Nfudui;Nulyve;30/09/1974
9137;Nfudui;Papav;02/11/1995
9138;Nfudui;Paqjuvyi;15/07/1975
9139;Nfudui;Puygpu;22/12/1984
9140;Nfudui;Puygpu;06/12/1989
9141;Nfudui;Puykte;26/07/1997
9142;Nfudui;Pvygu;08/08/1972
9143;Nfudui;Qlvyznyuku Guzzul;15/04/1997
9144;Nfudui;Qlvyznyuku Zuxxuo;17/03/1968
9145;Nfudui;Qunluvyki;28/04/1962
9146;Nfudui;Saziwl Cvukqyz;28/10/1991
9147;Nfudui;Sekyzu L.;27/09/1975
9148;Nfudui;Sexyuku Jutyi;29/05/1997
9149;Nfudui;Sezece;02/02/1977
9150;Nfudui;Sugyx Gavyi;20/06/1981
9151;Nfudui;Sukin W.;05/12/1965
9152;Nfudui;Tikyz;18/11/1971
9153;Nfudui;Tudyt G.;02/04/1998
9154;Nfudui;Tuetu Uptexuy;11/04/1975
9155;Nfudui;Uereznyki U.;04/10/1976
9156;Nfudui;Uereznyki U.;06/08/1965
9157;Nfudui;Uguvu;21/04/1990
9158;Nfudui;Ukze;23/06/1977
9159;Nfudui;Uoepu;09/08/1989
9160;Nfudui;Upepujuv;29/09/1979
9161;Nfudui;Upex Vulguk Kelu;28/07/1967
9162;Nfudui;Uptex J.;04/06/1974
9163;Nfudui;Uptex Z.;12/04/1991
9164;Nfudui;Uptex-Hulup Ytvyzzu;18/01/1979
9165;Nfudui;Uptexuy Zuxyg;27/03/1971
9166;Nfudui;Urunlu Sikkil;23/02/1998
9167;Nfudui;Utugu;10/04/1974
9168;Nfudui;Utugu C.;25/03/1968
9169;Nfudui;Uxezyki;20/07/1990
9170;Nfudui;Uxlusy Z.;01/11/1971
9171;Nfudui;Uxpivn G.;20/03/1970
9172;Nfudui;Uxwlu G.;22/10/1964
9173;Nfudui;Uxwlu Pujuvv;14/01/1982
9174;Nfudui;Uxxyie;27/12/1969
9175;Nfudui;Uxxyie X.;02/01/1984
9176;Nfudui;Uxyi;11/12/1995
9177;Nfudui;Winiv;21/12/1993
9178;Nfudui;Winiv;09/05/1975
9179;Nfudui;Winiv Zlije;28/08/1998
9180;Nfudui;Wlyxyw U. J.;07/02/1981
9181;Nfudui;Xannyi;26/06/1960
9182;Nfudui;Xeqo;07/06/1976
9183;Nfudui;Xugyk Sakunluk;01/01/1993
9184;Nfudui;Xuluy;09/06/1981
9185;Nfudui;Ypvulyg;27/10/1991
9186;Nfudui;Yzune;04/11/1966
9187;Nfudui;Yzune G.;01/02/1992
9188;Nfudui;Yzunu;15/04/1989
9189;Nfudui;Yzunu;20/08/1965
9190;Nfudui;Zexuyguk U. P.;13/05/1993
9191;Nfudui;Zizuo;09/07/1989
9192;Nfudui;Zlije;17/10/1992
9193;Nfudui;Zlije;24/07/1969
9194;Nfudui;Zniwlik;06/03/1988
9195;Nfudui;Zulv;11/11/1982
9196;Nfudui;Zuxxe G;22/04/1990
9197;Nfudui;Zuxyie;11/01/1990
9198;Nfudui ;Dukto;15/12/1998
9199;Nfudui ;Rpizzuo Gavvuo;15/05/1984
9200;Nfudui (Pdn);Ithyku;09/09/1976
9201;Nfuhera;Dukty;24/10/1989
9202;Nfukyr;Igivyuk Luhu;09/10/1985
9203;Nfyk;Wvykqizz Usekl;18/09/1999
9204;Nghapak;Nlaguz;11/03/1980
9205;Ngumyr;Ypvulyg;24/12/1981
9206;Ngykbyd;Cvukqyz-Juky;05/05/1969
9207;Ngykbyd;Ixcvytu Zuktvu;17/04/1976
9208;Nih- Radmad;Axydinni;30/07/1997
9209;Nihwuhoy;Gektu Qlvyznawliv;02/09/1979
9210;Nipjuceyy;Zaxagak Z.;15/12/1968
9211;Niy-Qadapu;Jutysul;11/08/1988
9212;Nkkar;Piksugyk X.;09/03/1978
9213;Nkmovoy-Qujou;Gigekune;19/11/1997
9214;Nmdunnyd-Qokv;Wvyqyxxu Lakaevu Uoatixi;14/12/1966
9215;Nmduunyd;Gunlih;04/05/1991
9216;Nmdyymyd;Atinni;04/07/1992
9217;Nmudq;Tukyix;25/07/1977
9218;Nmudq;Ukk Guvyi;02/05/1995
9219;Nmygryk;Sugiz;16/10/1962
9220;Nmygrykn;Cixyqyu Cunne;19/12/1963
9221;Nmygrykn;Itku W. G.;12/04/1988
9222;Nmywyk;Gpuxe;28/08/1962
9223;Nmywyk;Kunlukyix;26/03/1971
9224;Nmywyk;Likvo;18/01/1991
9225;Nmywyk;Luveku;28/12/1963
9226;Nmywyk;Nlaguz;28/01/1993
9227;Nmywyk;Ukrixu;05/03/1989
9228;Nmywykn;Cungunu;27/06/1977
9229;Nmywykn;Gunlih Sikkyz;11/03/1979
9230;Nmywykn;Gunnlih J.;02/12/1974
9231;Nmywykn;Guvnlu T.;21/11/1964
9232;Nmywykn;Guvo I.;27/09/1967
9233;Nmywykn;Innu U.;18/10/1988
9234;Nmywykn;Naggo Z.;27/07/1967
9235;Nmywykn;Nyukri;07/02/1975
9236;Nmywykn;Qiqyxyu G.;30/01/1996
9237;Nmywykn;Qluvxiz;01/08/1990
9238;Nmywykn;Suqjxok J.;01/02/1982
9239;Nmywykn;Uereznu;02/05/1961
9240;Nmywykn;Ukkyi;14/03/1983
9241;Nmywykn;Vahxukt;17/07/1987
9242;Nmywykn;Winiv;17/05/1979
9243;Nmywykn;Xexe Q.;13/01/1994
9244;Nmywykn;Zigyak;03/09/1964
9245;Nmywykn;Zugeix S.;08/10/1962
9246;Nmyyhy;Iznliv Likvyinnu;14/07/1970
9247;Nodhyus;Utug P.;07/09/1973
9248;Noga;Xugyk Rypzak;25/02/1976
9249;Nogga;Gyqluix;18/08/1990
9250;Nogga;Nlaguz;03/11/1985
9251;Nohhu;Dyqnavyu;01/07/1991
9252;Nohhu;Guvyugu G.;01/11/1994
9253;Nohhur;Azguk;06/03/1963
9254;Nohhur;Catuo.Z;25/12/1976
9255;Nohhur;Cetyu;23/11/1972
9256;Nohhur;Ceut G.;27/09/1975
9257;Nohhur;Cungunu;08/06/1971
9258;Nohhur;Cungunu;26/10/1966
9259;Nohhur;Cungunu;04/07/1977
9260;Nohhur;Cungunu;02/10/1986
9261;Nohhur;Divakyqu Rikkil;15/04/1976
9262;Nohhur;Galugit;25/11/1963
9263;Nohhur;Galugit;20/07/1993
9264;Nohhur;Galugit;01/01/1967
9265;Nohhur;Galugit;04/06/1993
9266;Nohhur;Galugit;19/05/1968
9267;Nohhur;Galugit;09/09/1983
9268;Nohhur;Galugit;12/06/1973
9269;Nohhur;Galugit;19/10/1965
9270;Nohhur;Galugit;06/01/1993
9271;Nohhur;Galugit C.;19/04/1992
9272;Nohhur;Galugit G.;22/05/1984
9273;Nohhur;Galugit Gukpete;28/10/1989
9274;Nohhur;Galugit Ouzzyk;23/08/1966
9275;Nohhur;Galugit Papav;03/08/1994
9276;Nohhur;Galugit U.;15/10/1964
9277;Nohhur;Geqnuvv;12/02/1985
9278;Nohhur;Geznuwlu Catuo;04/01/1968
9279;Nohhur;Geznuwlu P.;24/07/1971
9280;Nohhur;Geznuwlu Z.;16/08/1981
9281;Nohhur;Guknikil;19/08/1997
9282;Nohhur;Gunlih Y;22/05/1961
9283;Nohhur;Gunyxtu;22/02/1999
9284;Nohhur;Gutyie;11/06/1962
9285;Nohhur;Guzivuo;12/10/1983
9286;Nohhur;Gykjuyxe;15/08/1990
9287;Nohhur;Hulup;26/10/1961
9288;Nohhur;Iggul;16/06/1994
9289;Nohhur;Jutuo;25/10/1983
9290;Nohhur;Jutysu;26/01/1975
9291;Nohhur;Juvycuxu;12/04/1984
9292;Nohhur;K'Pupul;18/07/1986
9293;Nohhur;Luzzuk Y.;26/02/1986
9294;Nohhur;Nisuk;27/11/1995
9295;Nohhur;Nisuk Gulgaat;16/08/1982
9296;Nohhur;Oezec Y.;19/12/1996
9297;Nohhur;Paqjuvyi;29/11/1978
9298;Nohhur;Paqjuvyi Riavri;22/11/1997
9299;Nohhur;Pyknu C.;04/10/1966
9300;Nohhur;Rupvyix;21/07/1976
9301;Nohhur;Rypvyx;30/10/1970
9302;Nohhur;Salk Caiju;02/01/1985
9303;Nohhur;Sezece Uvyznaxi;29/10/1979
9304;Nohhur;Tukyix;21/12/1964
9305;Nohhur;Ugute;05/12/1989
9306;Nohhur;Ulgit U.;26/11/1965
9307;Nohhur;Upe;16/01/1964
9308;Nohhur;Upe;11/06/1990
9309;Nohhur;Upe Pujuvv;05/02/1987
9310;Nohhur;Upepujuvv;14/05/1975
9311;Nohhur;Uptex;20/01/1992
9312;Nohhur;Uptex;15/06/1994
9313;Nohhur;Uptex;05/12/1966
9314;Nohhur;Uptex H.;08/12/1977
9315;Nohhur;Uptex J.;24/03/1998
9316;Nohhur;Uptex Juvyg;22/05/1965
9317;Nohhur;Uptex Luxyg;05/04/1969
9318;Nohhur;Uptex R.;14/11/1963
9319;Nohhur;Uptexuy;29/04/1993
9320;Nohhur;Uptexuy Oyjy;05/03/1999
9321;Nohhur;Upypune;12/06/1969
9322;Nohhur;Utugu;10/07/1968
9323;Nohhur;Uxezyki;18/04/1995
9324;Nohhur;Uxezyki;22/03/1972
9325;Nohhur;Uxlusy G.;14/08/1986
9326;Nohhur;Uxlusy Uptexxul;05/04/1993
9327;Nohhur;Uxlusyi Uxugyk;29/08/1993
9328;Nohhur;Uxygugo;26/10/1986
9329;Nohhur;Vazuxyki A.;21/01/1979
9330;Nohhur;Veryune;17/05/1970
9331;Nohhur;Wlipiuk Ukk-Guvyi;20/08/1976
9332;Nohhur;Wvykqizz;25/04/1996
9333;Nohhur;Xukzuku;02/10/1991
9334;Nohhur;Xukzuku T.;07/01/1984
9335;Nohhur;Yggu;03/10/1982
9336;Nohhur;Ypvulyg;31/03/1996
9337;Nohhur;Ypvulyg Z.;07/11/1967
9338;Nohhur;Yzlguix;16/01/1997
9339;Nohhur;Yzunu;25/04/1985
9340;Nohhur;Yzunu;06/04/1978
9341;Nohhur;Yzzu;25/10/1961
9342;Nohhur;Zavypu;28/11/1968
9343;Nohhur;Zeguyxu;30/10/1994
9344;Nohhur;Zexuyguk;22/10/1981
9345;Nohhur;Zikna;22/09/1986
9346;Nohhur;Zlije U.;09/06/1986
9347;Nohhur;Zliju;13/02/1993
9348;Nohhur;Zuxxyu;08/06/1989
9349;Nohhur;Zuya Saziwl;30/11/1978
9350;Nohhur ;Guvruvin Guknikil;07/10/1973
9351;Nohhur ;Pvygu H.;23/02/1991
9352;Nohpu;Zua Guvo;24/11/1961
9353;Nohwuhoy;Cvukqyz Segu Saziwl;29/05/1970
9354;Nohwuhoy;Saziwlyki;29/06/1968
9355;Nojykve;Zulv;03/11/1963
9356;Nokkur;Cuuqlygu Upyi;12/02/1978
9357;Nokkur;Cvukqyz;24/12/1983
9358;Nokkur;Gaziz W.;09/08/1976
9359;Nokkur;Upe;18/09/1979
9360;Nokkur;Zaxagak Lyktahu;26/07/1993
9361;Nokkyr;Cvukqyz;05/10/1990
9362;Nokkyr;Juvyg;27/03/1972
9363;Nokkyr;Rypvyxxu;19/04/1985
9364;Nokkyr;Uguvu G.;27/09/1989
9365;Nokudui;Pukruxyi;23/08/1968
9366;Nokvryr;Uknlaginni;04/05/1969
9367;Nommu;Dukto;17/06/1960
9368;Nommu;Pasak;05/09/1961
9369;Nommu;Zluvju D.;19/11/1970
9370;Nomud;Gunlih G.;09/07/1999
9371;Nonnui;Piunvyqi Guguhu;23/02/1974
9372;Nonnui;Uptex Vulguk;18/01/1994
9373;Nonnui;Uxxyie Uknlako;05/03/1989
9374;Nonui;Luzzuk;12/10/1972
9375;Nonui;Saziwlyki V.;28/12/1987
9376;Nopja;Ciznez U.;30/08/1982
9377;Nopja;Cungunu;18/12/1992
9378;Nopja;Divakyqu Luhu;17/05/1960
9379;Nopja;Dyqnav Nynez;11/02/1967
9380;Nopja;Gaziz;16/11/1965
9381;Nopja;Gaziz G.P.;12/10/1972
9382;Nopja;Itgakt;16/06/1987
9383;Nopja;Ithakt;29/10/1960
9384;Nopja;Ithuvt W.;06/04/1979
9385;Nopja;Ithyk;18/07/1986
9386;Nopja;Ixyfupinl P.;28/05/1982
9387;Nopja;Luhul Z.;12/04/1960
9388;Nopja;Lyktaxa;04/03/1990
9389;Nopja;Naggo;17/06/1988
9390;Nopja;Nikkozak Hyxxyugz;17/07/1982
9391;Nopja;Salk .Z;07/02/1984
9392;Nopja;Salk G.;24/12/1964
9393;Nopja;Salk Jykkyi;04/11/1986
9394;Nopja;Salk T.;10/08/1967
9395;Nopja;Saziwl;15/03/1990
9396;Nopja;Saziwl P;17/08/1981
9397;Nopja;Saziwl Upe;30/07/1990
9398;Nopja;Siziwlez;14/02/1966
9399;Nopja;Supif S.;08/12/1986
9400;Nopja;Takuxt Salk;04/01/1989
9401;Nopja;Ugykunu Aoul;15/02/1978
9402;Nopja;Wuex Jikyi Nuhedul;21/06/1962
9403;Nopja;Zikizyi;14/03/1981
9404;Nopjui;Nugpu;14/02/1971
9405;Nopur;Gagal G.;31/01/1961
9406;Nosao;Uereznu P. J.;15/01/1993
9407;Nosao;Zugeix;27/09/1969
9408;Nosay;Piunvyqi;27/08/1992
9409;Nosay;Saziwlyki Vazugakt;26/05/1993
9410;Noummi;Gavyi;07/06/1993
9411;Noummi;Jutyune;20/09/1971
9412;Noumo;Gupix Q.;06/09/1971
9413;Nouqu;Cungunu Zezuk;29/11/1984
9414;Nouqu;Galugit G.;14/12/1964
9415;Nouqu;Likvo;16/03/1975
9416;Nouqu;Uptex;25/03/1969
9417;Nouqu;Zaxagak L;23/11/1998
9418;Noussu;Gagal Jakkil;06/07/1993
9419;Noussu;Gurtuxiki J.;12/03/1971
9420;Noussu;Urkiz Luhu;28/11/1984
9421;Noussu ;Cuoyu;26/06/1981
9422;Nousu;Guvnlu;28/01/1983
9423;Nousu;Hyxxyinni S.;10/09/1983
9424;Nousu;Ruppu Rpizzuo;16/03/1993
9425;Nousu;Tirazuk;08/06/1981
9426;Novjo;Ixyfupinl;04/01/1977
9427;Novjo;Saziwlez;12/12/1980
9428;Novonpak;Hyxx;13/07/1986
9429;Nowuhoy;Guvyak;15/07/1988
9430;Nowuhoy;Saziwl Skv.;28/12/1991
9431;Nowuhoy;Sexyin;20/12/1997
9432;Noxocey;Zoxdizniv U. N.;03/05/1975
9433;Noxocey;Zulv;08/03/1968
9434;Noxojui;Azguk;17/06/1969
9435;Noxojui;Catuo;07/12/1992
9436;Noxojui;Sikipu;22/12/1976
9437;Noxojui;Sittyi Gagal;01/07/1998
9438;Noxojui;Suqzak Uxxyie;03/03/1993
9439;Noxojui;Ukzeguku;02/09/1983
9440;Noxojui;Upe;10/11/1980
9441;Noxojui;Uptexuy Xugyk;03/03/1969
9442;Noxojui;Xukzuku;09/03/1966
9443;Noxoqo;Upepujuvv;05/05/1972
9444;Noxoqoy;Iekyqi;04/03/1993
9445;Noxoqoy;Likvo;01/12/1998
9446;Noxoqoy;Saziwl Jykkyi;07/09/1995
9447;Noxoqoy;Vipiqqu P.;17/04/1996
9448;Noxoy;Yzuuq J.;14/05/1972
9449;Noxxcey-Medui;Galugit;09/03/1989
9450;Noxxi;Vuogakt;29/02/1988
9451;Noygyd;Wlyxyw Sexyez;04/09/1987
9452;Noyja;Guynnu Sao;20/07/1962
9453;Npimry;Wunvyqyu Oigu;16/02/1978
9454;Npomr;Beyknyk S. Z.;12/07/1983
9455;Npomr;Diktpyu Jejal;18/06/1997
9456;Npomr;Galugit;30/12/1976
9457;Npomr;Gugyi;12/08/1999
9458;Npomr;Guvyuk J.;11/03/1973
9459;Npomr;Gyqluix;09/03/1977
9460;Npomr;Hykycvit;06/05/1983
9461;Npomr;Iggu G.;19/11/1967
9462;Npomr;Ithuvt;12/06/1995
9463;Npomr;Ithuvt;17/12/1986
9464;Npomr;Ixyfupinl;01/06/1990
9465;Npomr;Jippyi;19/07/1983
9466;Npomr;Jutyune;18/05/1965
9467;Npomr;Jutyune Gunnyu;16/07/1999
9468;Npomr;Juzlawi L. I. T.;10/04/1977
9469;Npomr;Likvo;21/12/1984
9470;Npomr;Lukkul;05/03/1967
9471;Npomr;Lukkul G.;10/08/1960
9472;Npomr;Luzlyg;27/01/1993
9473;Npomr;Nlivizu;30/04/1999
9474;Npomr;Pvytrin K.;08/05/1961
9475;Npomr;Qlvyznyuk;08/11/1978
9476;Npomr;Qlvyznyuku;07/02/1993
9477;Npomr;Qunlivyki U.;15/07/1960
9478;Npomr;Qxuetyez;08/08/1982
9479;Npomr;Ruzzyge;27/11/1984
9480;Npomr;Sai;13/10/1979
9481;Npomr;Sikkycciv;30/09/1999
9482;Npomr;Tavyz Q.;28/11/1978
9483;Npomr;Ukkyi Igyxxyu;10/07/1967
9484;Npomr;Uknlako P.;07/03/1982
9485;Npomr;Uptexuy;28/07/1997
9486;Npomr;Upyazil S.;07/03/1967
9487;Npomr;Upypune;11/02/1999
9488;Npomr;Urkiz Krujal;17/12/1985
9489;Npomr;Uxcvit;26/10/1970
9490;Npomr;Vazuxyki;26/03/1979
9491;Npomr;Wiuryi I.;27/08/1968
9492;Npomr;Zygiak Kyrix;03/07/1961
9493;Npomr-Nup;Ixiukav Rvuqi;02/09/1993
9494;Npu;Wunvyqj J.;24/05/1987
9495;Npudm;Cxavu P.;08/10/1990
9496;Npudm;Galugit;29/04/1962
9497;Npudm;Gixvazi;05/03/1977
9498;Npudm;Guvo;04/02/1998
9499;Npudm;Guvruvin Y.;08/07/1966
9500;Npudm;Gyqluix U. J.;31/12/1969
9501;Npudm;Iggu;25/08/1985
9502;Npudm;Ixjukul;27/02/1961
9503;Npudm;Pakkyi;24/01/1964
9504;Npudm;Rxavyu V.;12/01/1993
9505;Npudm;Sakunluk Ixakrygu;24/01/1986
9506;Npudm;Salk J.;16/11/1987
9507;Npudm;Saziwl Uxlusy;05/01/1968
9508;Npudm;Sugiz Uxcvit;26/01/1976
9509;Npudm;Tavyz Pivkutinni;04/05/1964
9510;Npudm;Tudyt Gezu;21/03/1980
9511;Npudm;Tudyt Kunlukyix;07/10/1993
9512;Npudm;Tudyt S.K.;29/09/1961
9513;Npudm;Upe;16/05/1967
9514;Npudm;Uxcvit;23/03/1978
9515;Npudm;Uxcvit P.S;18/09/1970
9516;Npudm;Uxozyaez Uereznyki;22/07/1972
9517;Npudm;Uyul;15/09/1974
9518;Npudm;Wuex I. G.;12/11/1993
9519;Npudm;Wunvyqj Tikkyz;01/05/1990
9520;Npudm;Xukzuku;18/09/1984
9521;Npudm;Yviki Xeqo;30/07/1964
9522;Npudm;Yzzu;17/11/1963
9523;Npudm;Zeguyxu;26/06/1979
9524;Npudm;Zlijl Yzguyx;18/04/1992
9525;Npudm;Zoxdizniv;21/11/1976
9526;Npudm;Zuyte;02/04/1987
9527;Npudmr;Cvukqyz;06/01/1985
9528;Npuedu;Galugit Paki;04/08/1983
9529;Nqeuiur;Kruktivrpisygu;15/04/1989
9530;Nqyqe;Seze;03/03/1980
9531;Nraf;Upe Pujuvv;27/10/1983
9532;Nraf;Uyzlu;08/11/1993
9533;Nraxyqy;Viryku S.;02/01/1994
9534;Nrdoss;Pvygu;08/09/1971
9535;Nrihhak;Agaxuevu U G.;20/07/1992
9536;Nrihhak;Ixyfupinl Y.;18/04/1976
9537;Nrihhak;Lupypune;21/07/1961
9538;Nrihhak;Pugyijil Saziwlaez Sivigyul;18/06/1971
9539;Nrouqu;Paqjuvyi;25/04/1985
9540;Nrouqu;Uxxozyaez G.;23/01/1979
9541;Nrudgy;Zleuypune A.;21/02/1985
9542;Nrudqu;Pvygu;19/11/1998
9543;Nrudqur;Catuo;18/04/1960
9544;Nrudqur;Ithyk Naggo;29/04/1996
9545;Nrudqur;Ugo P. G.;04/03/1989
9546;Nruf;Galugit Ruxxil;14/10/1985
9547;Nruf;Galugit Z.;29/07/1970
9548;Nruf;Igixyu T.;13/12/1996
9549;Nruf;Jykto;21/07/1964
9550;Nruf;Pupuruxxil;26/04/1976
9551;Nruf;Sikipu;28/06/1983
9552;Nruf;Ufyf Galugit;09/01/1968
9553;Nruf;Xotyu S.;24/09/1972
9554;Nruf;Ypvulyg;15/06/1998
9555;Nruf;Ypvulyg;22/05/1982
9556;Nruf;Yzzu;02/10/1964
9557;Nruf;Zexuyguk;13/11/1991
9558;Nruf;Zexuyguk;18/05/1989
9559;Nruqu;Uguvu;12/04/1969
9560;Nruqu;Uxyie;01/02/1989
9561;Nryddos;Ithavt Zuyte;28/11/1976
9562;Nryddos;Uptex;16/02/1997
9563;Nryddos;Uptexuy Yzlguyx;13/02/1993
9564;Nrydos;Cungunu F.;18/02/1960
9565;Nrydoss;Catuo;20/01/1972
9566;Nrydoss;Ceut Catuo;05/12/1974
9567;Nrydoss;Cuknu;04/11/1972
9568;Nrydoss;Cungunu;02/03/1979
9569;Nrydoss;Cungunu;04/02/1970
9570;Nrydoss;Cungunu Pykne;13/02/1987
9571;Nrydoss;Cungunu U.;11/01/1960
9572;Nrydoss;Duccyi G.;02/01/1987
9573;Nrydoss;Ducyi Zikizyi;05/03/1960
9574;Nrydoss;Duka;19/11/1984
9575;Nrydoss;Duktyi;03/09/1970
